sample_id,user_hash,timestamp,method,true_latitude,true_longitude,estimated_latitude,estimated_longitude,error_radius_m,signal_strength,num_base_stations,urban_density,weather_condition,time_of_day,day_of_week,actual_error_m
398,9cd931ad,2025-06-25T18:13:02.421911,gps,-6.345943676148043,106.83392548011638,-6.3459259285560385,106.83394490125623,3.5892199998836616,-89,2,high,clear,18,2,2.915660803004661
399,70809a5e,2025-06-30T02:16:02.421916,wifi,-6.317523245081292,106.87721832227562,-6.31717007329593,106.87743531673715,43.82008450974888,-47,8,high,clear,2,0,46.014657813923144
400,ad31db41,2025-07-14T03:01:02.421920,cell_id,-6.3897165362035135,106.87425186100738,-6.3777291672243575,106.89051365659152,2009.3349125093966,-44,8,high,clear,3,0,2237.406074588494
401,0e03ad26,2025-06-15T16:53:02.421925,triangulation,-6.2881288888219204,106.88773935804109,-6.2864235038618315,106.8860811241566,262.971933555021,-73,1,medium,rainy,16,6,263.72425060224356
402,a2edf563,2025-07-05T17:08:02.421933,gps,-6.254390441923055,106.90762630863159,-6.254424785051978,106.90764026262772,5.90324114451082,-52,2,medium,clear,17,5,4.118497849416662
403,8e3f88bf,2025-07-04T22:59:02.421937,cell_id,-6.361831746376603,106.76553268458322,-6.3624056138819025,106.76383305005558,1839.4222669321043,-50,4,low,cloudy,22,4,198.37030319144134
404,a342897f,2025-06-21T00:12:02.421942,triangulation,-6.013552289681513,106.64168579581566,-6.010562092237679,106.64488709820958,813.2987125050834,-45,2,high,clear,0,5,485.6710488924007
405,0177ef02,2025-07-02T06:23:02.421948,cell_id,-6.3682337867451295,106.78273170886705,-6.355798011996403,106.78939949375989,1756.856221812532,-62,7,high,clear,6,2,1566.8700309355704
406,3d9938eb,2025-07-05T04:54:02.421953,triangulation,-5.980460175460072,106.9348945343221,-5.9891600772876,106.93196699630778,1037.1963221389474,-83,5,medium,rainy,4,5,1020.1223993821603
407,484f587f,2025-07-01T03:06:02.421958,cell_id,-6.340464711775553,106.89167202706663,-6.330192947191952,106.88426620276844,2056.11814896092,-85,8,low,rainy,3,1,1405.1429091050256
408,847f8b98,2025-06-18T13:50:02.421962,cell_id,-6.06614849554522,106.77886302461555,-6.0669873287619165,106.77535368067647,418.7145165230959,-54,2,low,clear,13,2,399.0888517880221
409,c3dc12c5,2025-06-23T08:42:02.421967,cell_id,-6.31853701985772,106.61246702977736,-6.312269906832409,106.62132049795669,1449.7878060020714,-34,5,low,rainy,8,0,1201.2764844029402
410,ec9c668f,2025-06-16T14:06:02.421972,wifi,-6.374889717858391,106.90631603044865,-6.374709783344362,106.90650224067788,43.343538830270674,-33,6,low,cloudy,14,0,28.701048133465815
411,005b331f,2025-07-02T13:09:02.421976,triangulation,-6.347242612561092,106.9678352058586,-6.348526345793561,106.97988840921327,1482.5484246709045,-37,3,low,cloudy,13,2,1339.6644319155214
412,4070c04c,2025-07-07T02:50:02.421981,wifi,-6.234782271482528,106.70714241258443,-6.234607001068596,106.70681431409646,63.16610840925935,-56,7,medium,rainy,2,0,41.171969555972375
413,a3e2f94c,2025-07-05T00:55:02.421988,cell_id,-6.346458255856503,106.93686507978,-6.342656767564004,106.93966404251498,459.0714745311651,-48,2,high,cloudy,0,5,523.795804076133
414,2cee2892,2025-06-23T00:22:02.421993,gps,-6.110491723527311,106.60261698738547,-6.110503466405805,106.60272127159298,13.215142887147245,-80,5,medium,cloudy,0,0,11.603693501695343
415,2911a97e,2025-07-06T19:30:02.421999,triangulation,-6.03243205544214,106.79239839519343,-6.03360457934839,106.79027840824186,310.5082773511012,-33,8,high,cloudy,19,6,268.24288830885604
416,5eb89ccd,2025-06-13T17:39:02.422003,gps,-5.978696815288411,106.61545980173565,-5.97877024310847,106.6154922196565,12.470490720299267,-61,3,high,cloudy,17,4,8.917226328579039
417,4443ab4d,2025-06-29T01:25:02.422008,wifi,-5.9471926249636695,106.67245481201816,-5.9474897392145145,106.67244013430175,45.50164165147755,-54,3,medium,clear,1,6,33.07745379695475
418,a91cfd69,2025-06-21T09:02:02.422013,wifi,-6.203447754851067,106.77440206842581,-6.203237054759235,106.77415155250172,44.84945162246044,-90,7,low,cloudy,9,5,36.274090590963425
419,f66b0203,2025-07-04T13:55:02.422018,cell_id,-6.190930805548921,106.79521809558258,-6.192135552960619,106.79708748187483,406.33741920541536,-40,3,high,rainy,13,4,246.27534250831246
420,5fe9ea28,2025-06-30T10:56:02.422025,triangulation,-6.050167867067956,106.62416900644865,-6.04692027572502,106.61855585660699,871.3705582288337,-86,4,low,clear,10,0,718.0857105115371
421,fd5ddf6f,2025-06-20T13:44:02.422030,wifi,-6.325159168940672,106.7186933175288,-6.32524795120401,106.71858490334175,76.8208946121263,-64,4,medium,cloudy,13,4,15.524844102974479
422,12953e82,2025-07-10T18:24:02.422035,triangulation,-6.044559619342465,106.7467605023038,-6.034432963011435,106.74765550328696,1455.3727082389707,-58,1,high,cloudy,18,3,1130.37356223836
423,26d275fe,2025-06-25T10:08:02.422040,wifi,-6.181608308326232,106.9311976670457,-6.181530944912384,106.93109157550833,37.0091820837511,-69,5,medium,clear,10,2,14.544877377231334
424,cbbb18e6,2025-06-27T02:33:02.422045,cell_id,-6.112745921755184,106.91019712571908,-6.117950184387918,106.91237493301932,1790.4235868502533,-50,4,high,rainy,2,4,626.7821291156588
425,507be146,2025-06-15T15:06:02.422058,cell_id,-6.08173266288927,106.92783892113344,-6.078046648214611,106.92880044280552,1048.8617922905928,-56,8,high,cloudy,15,6,423.43017551109216
426,36c29e4b,2025-06-18T00:02:02.422063,triangulation,-6.28459616407451,106.86380828968937,-6.287610489074411,106.86842926075487,591.2190059939409,-70,4,medium,clear,0,2,610.8997877805688
427,8c151ee2,2025-07-04T09:56:02.422068,wifi,-6.0085470509266585,106.80471267329489,-6.008295757961709,106.80453229059839,41.03601825523192,-47,7,low,cloudy,9,4,34.33197347941819
428,fe1d320c,2025-07-12T11:15:02.422072,gps,-6.206840852615778,106.8744766313622,-6.206924415493703,106.87447215872388,10.391288869419952,-87,7,low,cloudy,11,5,9.304912924030784
429,55ca9f0d,2025-06-28T19:32:02.422076,cell_id,-6.218385381174496,106.91319876805225,-6.2350194108673875,106.91911533590871,2732.6434884656096,-76,8,high,cloudy,19,5,1961.8418906815111
430,2aa891c3,2025-07-01T12:05:02.422081,wifi,-6.113060632396348,106.67019803182207,-6.113371861409502,106.67021532541514,52.82516843240984,-42,3,low,clear,12,1,34.659866258409316
431,96715ca9,2025-07-10T09:34:02.422087,triangulation,-6.322937636271215,106.76742867337076,-6.310601483643221,106.752762281433,1641.1815189432093,-85,1,medium,cloudy,9,3,2123.4439910388496
432,032bd781,2025-07-07T14:50:02.422092,gps,-6.2705214018098125,106.6203755143496,-6.270540466251182,106.6203730937839,3.421323321378168,-33,7,medium,cloudy,14,0,2.136685571309102
433,fa2e47f3,2025-07-12T03:18:02.422096,triangulation,-6.210070878060372,106.97680705147631,-6.211148351948604,106.97839882197974,283.8609366507432,-88,2,low,rainy,3,5,212.8745300438156
434,b97d3f4b,2025-07-09T03:31:02.422101,wifi,-6.294459047870688,106.60140250377098,-6.294500527567527,106.60153698469917,21.250326421630355,-59,1,high,clear,3,2,15.56263914327872
435,1719f09c,2025-07-12T14:46:02.422107,triangulation,-5.921625526433551,106.98419729691703,-5.921587099848093,106.98544597892916,200.04903806815958,-49,6,medium,clear,14,5,138.1722967508681
436,50fca200,2025-06-18T15:47:02.422112,cell_id,-6.3570409561098975,106.82418430668143,-6.331708772117077,106.83387709305072,2993.959666079306,-59,6,medium,rainy,15,2,3013.6131253892504
437,b58f9d6b,2025-07-04T21:46:02.422117,cell_id,-6.394817718331299,106.84439228625156,-6.425971012385946,106.85370750518656,3681.967895238474,-52,2,high,rainy,21,4,3613.7826920197604
438,0dc8fcfb,2025-07-12T01:07:02.422121,wifi,-6.197750898329953,106.90988301709861,-6.197392418578902,106.90918994086566,87.57551021678924,-78,3,high,cloudy,1,5,86.36517737092935
439,b6026530,2025-07-07T10:53:02.422128,wifi,-6.086592520198289,106.88543320836298,-6.087219357742088,106.88521005686876,87.50734652057011,-68,8,medium,cloudy,10,0,73.93935826373111
440,a6b93e9f,2025-06-24T05:05:02.422132,gps,-6.145347831193797,106.9857364637848,-6.145341314420482,106.9857615561678,4.081599435880759,-30,7,medium,clear,5,1,2.8671920544990606
441,0e0a2fd6,2025-06-29T11:42:02.422137,gps,-5.903857735185487,106.7009749852643,-5.903833675838212,106.70101447468382,5.077492732771479,-64,4,medium,rainy,11,6,5.121933062130061
442,977df26c,2025-07-01T02:15:02.422142,gps,-6.069531159708493,106.71300189226575,-6.069550520612363,106.71302895216566,4.706195582718649,-49,6,medium,rainy,2,1,3.6860679927809445
443,fa020162,2025-06-24T13:50:02.422147,gps,-5.997488334699519,106.90244040517022,-5.997389353150148,106.9024254331313,11.725299739275657,-51,2,low,rainy,13,1,11.130085557346563
444,7a2301a9,2025-06-27T20:05:02.422151,wifi,-6.144005091100796,106.96479751649784,-6.144344144627319,106.96520061405633,47.25173008963857,-32,3,medium,rainy,20,4,58.37294655846484
445,f15d2ab0,2025-07-03T11:34:02.422157,gps,-6.362846769548806,106.60834326559004,-6.362836558915833,106.6083717586518,5.0970983583232705,-47,8,medium,cloudy,11,3,3.3472080606954857
446,63c76398,2025-06-25T15:51:02.422162,wifi,-6.157648647959177,106.93102592428876,-6.157204253661457,106.93129821188593,50.680597964367955,-34,3,high,rainy,15,2,57.86131966455836
447,32d857c5,2025-06-30T19:38:02.422167,triangulation,-6.089348629898217,106.69447757234032,-6.088937860961784,106.69196722419483,281.6233061604114,-71,5,high,cloudy,19,0,281.2961391529869
448,f05840f7,2025-06-21T09:34:02.422171,wifi,-6.2355605661480045,106.85665753959675,-6.235710212446659,106.85661521292067,18.347303077664552,-38,2,medium,cloudy,9,5,17.285152419323538
449,fd74a504,2025-06-15T10:33:02.422177,gps,-6.079973868846566,106.96401754219985,-6.079953412025574,106.96402922992772,11.33283979156436,-46,7,high,cloudy,10,6,2.6161594361842595
450,1b7fa724,2025-07-05T04:12:02.422183,cell_id,-6.311547277016365,106.76387348572602,-6.302259647905135,106.75643901624515,3541.702640731545,-59,1,high,clear,4,5,1319.731455684552
451,0a0ef91b,2025-07-10T09:07:02.422187,cell_id,-6.234736214501198,106.9680458206356,-6.22973755341784,106.95630328051799,1528.3313248061415,-47,2,low,rainy,9,3,1411.9954617940352
452,c048f791,2025-07-02T17:42:02.422194,gps,-6.262961468106952,106.82519603604119,-6.262976085623085,106.82517157860799,5.450979026626293,-67,1,medium,clear,17,2,3.1543298503531516
453,ab562fe2,2025-07-09T14:23:02.422199,gps,-6.181573721935163,106.68655082181263,-6.181533863168432,106.68656703791466,12.562049867273572,-56,7,high,clear,14,2,4.780908922302089
454,3f22065b,2025-07-07T20:53:02.422203,cell_id,-5.909661883689951,106.90775489115482,-5.920547308770125,106.90714829283944,2411.7010456148214,-77,2,medium,cloudy,20,0,1212.2620265122525
455,da664eb7,2025-06-19T00:39:02.422209,triangulation,-6.079017828659651,106.80115211203334,-6.066754357425677,106.78679966887915,1692.0977305688523,-41,1,high,cloudy,0,3,2092.355930076969
456,59bf8619,2025-06-14T07:19:02.422214,cell_id,-6.150468979716008,106.83387393081931,-6.15093621201589,106.83809594446167,806.9775266369634,-86,2,high,cloudy,7,5,469.6465225387272
457,65102f2c,2025-07-03T18:18:02.422219,triangulation,-6.25103670616157,106.9184984240616,-6.247077033731532,106.91875514997928,687.7048749016236,-86,2,medium,rainy,18,3,441.2089851157902
458,6eca02ca,2025-06-27T23:45:02.422223,wifi,-6.348959129258088,106.67381908414583,-6.3492017861746275,106.67369238242817,45.038598108574,-52,4,medium,rainy,23,4,30.39903048197407
459,9d2f5fd6,2025-06-30T13:43:02.422228,gps,-6.1308544738921835,106.66669682308606,-6.1308364025857145,106.66671217653956,6.353838366302696,-40,8,high,clear,13,0,2.6304402804478193
460,0f722a71,2025-06-28T00:55:02.422233,cell_id,-5.935657428743249,106.72071052643042,-5.9542435375847145,106.74145204682114,3901.9562126307446,-32,3,medium,rainy,0,5,3087.615202520999
461,50a23612,2025-06-30T22:54:02.422238,wifi,-5.942210244143352,106.61128325515733,-5.942742105063588,106.61077638228473,66.19898828328496,-77,3,medium,clear,22,0,81.4871718644645
462,6988fa25,2025-06-15T14:45:02.422242,wifi,-5.996355080586235,106.68329735402358,-5.996177356010259,106.68297835366232,76.84130247058941,-81,8,medium,cloudy,14,6,40.43533908034104
463,708f8474,2025-07-07T04:24:02.422247,gps,-6.18548528290988,106.77239070175268,-6.185441755923345,106.77247118401228,11.317184962481871,-74,5,medium,rainy,4,0,10.128383080892132
464,1cddf97f,2025-06-25T07:45:02.422252,triangulation,-6.269333312710143,106.71625540518178,-6.276120475551024,106.71336805127808,966.5396457808165,-53,7,high,rainy,7,2,819.4007417345351
465,6cb0911b,2025-07-02T06:08:02.422259,gps,-5.989999921657709,106.94421402989879,-5.990028196310476,106.94412270758983,14.57215558862206,-77,6,low,clear,6,2,10.577203774813315
466,f1144df3,2025-06-17T21:39:02.422264,triangulation,-6.101056005943196,106.78551734554502,-6.107427116599837,106.78455678120014,1983.578711131299,-55,4,high,rainy,21,1,716.3516984457443
467,541654cf,2025-06-23T14:01:02.422269,wifi,-6.055395636916854,106.7126376076807,-6.055801365711077,106.71258047004534,91.6824484376646,-69,8,high,clear,14,0,45.555223572885495
468,30929b07,2025-06-23T20:10:02.422275,cell_id,-6.297156519175437,106.78583656045657,-6.332545125913259,106.82375628388787,4888.020443308129,-67,8,high,cloudy,20,0,5748.748413005071
469,ff70f637,2025-07-07T08:32:02.422280,gps,-6.124550519610728,106.67851311982803,-6.124575225813972,106.67848613985397,4.95712871934677,-45,2,high,clear,8,0,4.055231413415244
470,31ddeb4d,2025-06-14T04:31:02.422285,gps,-6.311272399017391,106.72859795719368,-6.3112779134872845,106.72865677173633,8.021903477861493,-71,2,low,cloudy,4,5,6.529100037546607
471,50c9b1da,2025-07-06T18:46:02.422290,wifi,-6.16032419721008,106.89554596557326,-6.1606698617272695,106.89561113095985,38.81741501476349,-41,6,medium,rainy,18,6,39.10546804824124
472,d8bec681,2025-06-30T05:25:02.422294,cell_id,-6.209172812196794,106.95047160546817,-6.203327554906652,106.95110317920123,1116.867269516033,-36,2,medium,clear,5,0,653.701878333158
473,a4336f12,2025-07-12T11:28:02.422299,cell_id,-5.913800209446958,106.80876057203304,-5.909791337533896,106.81053804823341,3861.080650854869,-69,5,low,cloudy,11,5,487.19317133361807
474,b1981067,2025-06-28T13:31:02.422304,wifi,-6.117001170978765,106.85864410806981,-6.117474633913908,106.8592220059601,70.73686220286677,-47,7,medium,clear,13,5,82.78913690798704
475,b6ed8acf,2025-06-21T02:32:02.422310,cell_id,-6.019890955316542,106.6084804683103,-6.027430122343565,106.612827547419,859.9639398514196,-57,5,medium,cloudy,2,5,966.3602817519348
476,83d4298a,2025-06-18T13:29:02.422314,cell_id,-6.157853920988786,106.60730065383802,-6.146880124283097,106.60099007183315,4307.81431859898,-60,7,high,cloudy,13,2,1405.5946844140021
477,9937b278,2025-07-14T05:34:02.422319,gps,-6.378230788054315,106.97938959514977,-6.3781520153271085,106.97940006195493,13.780901780708751,-36,2,medium,clear,5,0,8.835166090606899
478,ea24eddb,2025-07-06T13:09:02.422323,cell_id,-6.131730838284894,106.95087194457767,-6.1178919160996665,106.96843668311658,4973.231962149149,-65,3,low,cloudy,13,6,2477.735597192356
479,9a6cf308,2025-07-12T05:03:02.422328,cell_id,-5.903559576382941,106.89712860228157,-5.919808123457386,106.9025399537656,1961.4983111335046,-45,7,high,rainy,5,5,1903.3095444136761
480,ddf50e1f,2025-07-11T22:24:02.422332,cell_id,-6.292835617095054,106.68299497231442,-6.29089445985039,106.6810085831409,286.58499423228074,-68,2,low,cloudy,22,4,307.8803073224645
481,5d4abbbe,2025-06-24T19:57:02.422337,gps,-6.213385695550726,106.8533068477265,-6.213317327866369,106.85336395659206,8.27013286136577,-77,7,low,clear,19,1,9.88156889939474
482,7f98500b,2025-06-14T11:02:02.422342,gps,-6.261202286751835,106.60994378481557,-6.261196275951299,106.60996883935819,13.28260729548719,-30,1,medium,cloudy,11,5,2.8488335372575
483,39bde623,2025-07-08T18:54:02.422346,cell_id,-5.986868262546339,106.83545240531974,-5.975834030730457,106.81481588442868,4028.8793961618594,-35,7,low,clear,18,1,2591.0945751837767
484,6fb963aa,2025-06-23T20:44:02.422353,triangulation,-6.025577286786254,106.79455419840698,-6.0243668226123885,106.79399809238454,140.5242160685626,-66,8,low,rainy,20,0,147.97995187925102
485,3b618acd,2025-06-20T11:06:02.422359,cell_id,-6.264207530297921,106.94129829360858,-6.26533837815954,106.94525796346757,2727.042907260483,-66,5,low,cloudy,11,4,455.37138223696985
486,dcfadb1e,2025-07-08T09:06:02.422366,cell_id,-6.359922029523391,106.75732620437084,-6.3532100455767955,106.7641734359343,806.5444759854721,-46,4,high,rainy,9,1,1062.8315677489984
487,ce9fb2e9,2025-07-10T15:31:02.422371,gps,-6.046847496537439,106.93875111815476,-6.046829509481132,106.93879082480109,13.289269645516422,-54,7,low,rainy,15,3,4.824702273672257
488,c735d3a0,2025-06-17T11:36:02.422375,gps,-6.215993335960084,106.62343821605376,-6.215983393290813,106.6235094074093,9.520871217609985,-43,1,high,cloudy,11,1,7.946857067750047
489,50833b69,2025-07-03T21:03:02.422380,triangulation,-6.371304391958001,106.93642606668587,-6.369027545441046,106.9296898453441,1116.930027630253,-50,7,low,cloudy,21,3,786.2834632740885
490,15eba60e,2025-06-13T09:51:02.422386,triangulation,-6.240997507394873,106.60871362011918,-6.251691757544829,106.61813276458335,1355.260305976311,-37,2,high,rainy,9,4,1580.5214983375347
491,336fea75,2025-07-12T00:07:02.422391,triangulation,-6.1000381796833585,106.75910657164471,-6.104341931107366,106.76330896353119,924.8986635297858,-34,7,medium,rainy,0,5,667.010276794123
492,89391eac,2025-06-21T12:31:02.422396,wifi,-6.074436549683776,106.60330334550318,-6.0743142301661575,106.60304881099563,99.4515057942187,-84,7,high,clear,12,5,31.258316520692016
493,c6138b8f,2025-07-04T22:49:02.422401,gps,-6.172316623157093,106.8733766746816,-6.172285006212732,106.87336764291167,4.8058538201309196,-62,5,medium,cloudy,22,4,3.6546797603411916
494,756ecd8e,2025-06-15T20:38:02.422406,cell_id,-6.178762833060507,106.75322257059263,-6.1599534380799685,106.75773244079012,2662.3431782843923,-65,6,medium,clear,20,6,2150.1124640483195
495,d2ca6c93,2025-07-02T08:04:02.422412,wifi,-6.214605798836692,106.98812532106815,-6.214855108347091,106.98812788203075,54.4264743280675,-52,2,medium,rainy,8,2,27.723398132775845
496,292fc3e1,2025-06-15T15:39:02.422417,wifi,-6.210743264213272,106.68264487046528,-6.210968513335345,106.68280896406701,29.0431564377587,-86,8,medium,cloudy,15,6,30.925128555908568
497,7077701b,2025-06-29T10:36:02.422422,triangulation,-5.97780630206468,106.79208733977535,-5.979223357530124,106.79066838859477,784.1219250618192,-70,5,medium,cloudy,10,6,222.3794643025591
